model_name,brand,processor_name,ram_gb,ssd_gb,hard_disk_gb,operating_system,graphics,cores,threads,spec_score,width,height,performance_score,price_category,price
Dell Inspiron 3511 Laptop,6,11,8,256,1000,4,21,4,8,65,1920,1080,80.4,High-End,41490
Dell Inspiron 3511 Laptop,6,11,8,256,1000,4,21,4,8,65,1920,1080,80.4,High-End,46499
Lenovo IdeaPad 3 82H801L7IN,14,10,8,512,0,4,123,2,4,53,1920,1080,126.8,Mid-Range,37952
Dell Latitude 7410 Laptop,6,8,8,256,0,4,140,4,8,60,1920,1080,78.4,High-End,77499
HP Pavilion 15-EC2145AX Gaming Laptop,9,99,8,512,0,4,42,6,12,63,1920,1080,130.8,High-End,64990
HP Pavilion 15-ec2150AX Laptop,9,99,8,512,0,4,38,6,12,68,1920,1080,132.8,Mid-Range,59910
Dell Latitude 5420 Laptop,6,12,16,512,0,4,134,4,8,61,1920,1080,133.20000000000002,Premium,74500
Dell Latitude 5420 Laptop,6,12,16,512,0,4,134,4,8,61,1920,1080,133.20000000000002,Premium,112000
HP 14s-dy2506TU Laptop,9,10,8,256,0,4,123,4,8,50,1920,1080,74.4,Mid-Range,35490
Lenovo IdeaPad 3 15ITL6 82H801L3IN Laptop,14,10,8,256,0,4,123,2,4,54,1920,1080,76.0,Mid-Range,36001
Infinix INBook X1 XL12 Laptop,12,9,16,512,0,4,123,4,8,55,1920,1080,130.8,Mid-Range,46990
Asus Vivobook X415EA-EB372WS Laptop,3,10,8,256,1000,4,140,2,4,54,1920,1080,76.0,Mid-Range,38990
Asus VivoBook 15 2021 X515JA-EJ362WS Laptop,3,7,8,512,0,4,123,2,4,50,1920,1080,125.6,Mid-Range,32990
HP Pavilion 15-dk2095TX Gaming Laptop,9,11,8,512,0,4,38,4,8,55,1920,1080,127.6,High-End,61990
Apple MacBook Pro 16 inch MK1A3HN Laptop,2,82,32,1000,0,2,28,10,0,61,3456,2234,237.2,Premium,296894
Lenovo V15 82C30052IH Laptop,14,75,4,0,1000,1,123,2,2,43,1920,1080,18.8,Budget,21999
Dell Inspiron 3511 Laptop,6,10,8,256,1000,4,113,2,4,54,1920,1080,76.0,Mid-Range,38800
Dell Inspiron 3511 Laptop,6,10,8,256,1000,4,113,2,4,54,1920,1080,76.0,Mid-Range,59306
Dell Inspiron 3511 Laptop,6,10,8,256,1000,4,113,2,4,54,1920,1080,76.0,Mid-Range,62812
Dell Inspiron 3511 Laptop,6,10,8,256,1000,4,113,2,4,54,1920,1080,76.0,Mid-Range,41490
Dell Inspiron 3511 Laptop,6,10,8,256,1000,4,113,2,4,54,1920,1080,76.0,Mid-Range,46499
HP Pavilion 15-ec2008AX Gaming Laptop,9,99,8,512,0,4,38,6,12,71,1920,1080,134.0,Mid-Range,58635
Asus VivoBook 15 X515EA-BQ312TS Laptop,3,10,8,256,0,4,123,2,4,59,1920,1080,78.0,Mid-Range,34994
Xiaomi Mi Notebook Ultra Laptop,21,11,16,512,0,4,134,4,8,66,3200,2000,135.20000000000002,High-End,62999
MSI Bravo 15 B5DD-043IN Gaming Laptop,15,99,8,512,0,4,34,6,12,69,1920,1080,133.20000000000002,Mid-Range,58500
Lenovo IdeaPad 3 15ITL6 82H800U5IN Laptop,14,10,8,512,0,4,123,2,4,55,1920,1080,127.6,Mid-Range,37600
Xiaomi RedmiBook e-Learning Edition,21,10,8,256,0,4,140,2,4,55,1920,1080,76.4,Mid-Range,30990
Realme Book Slim Laptop,18,10,8,256,0,4,140,2,4,53,1440,2160,75.60000000000001,Mid-Range,49990
Realme Book Slim Laptop,18,10,8,256,0,4,140,2,4,53,1440,2160,75.60000000000001,Mid-Range,39990
Realme Book Slim Laptop,18,10,8,256,0,4,140,2,4,53,1440,2160,75.60000000000001,Mid-Range,46990
Lenovo IdeaPad 3 15ITL6 82H8014BIN Laptop,14,11,8,512,0,4,121,4,8,61,1920,1080,130.0,Mid-Range,55850
Acer Extensa EX215-31 Laptop,1,80,4,0,1000,4,142,4,4,0,768,1366,1.6,Budget,24990
Acer Extensa EX215-31 Laptop,1,80,4,0,1000,4,142,4,4,0,768,1366,1.6,Budget,21990
Acer Extensa EX215-31 Laptop,1,80,4,0,1000,4,142,4,4,0,768,1366,1.6,Budget,23899
Asus ROG Flow X13 GV301QH-K5462TS Gaming Laptop,3,61,16,1000,0,4,38,8,16,84,3840,2400,240.0,Premium,105990
Lenovo Yoga 9i 82BG005JIN Laptop,14,12,16,1000,0,4,134,4,8,67,3840,2160,233.2,Premium,172990
Dell Inspiron 3501 Laptop,6,11,8,256,1000,4,134,4,8,57,1920,1080,77.2,High-End,61640
Apple MacBook Air 2020 MGN73HN Laptop,2,66,8,512,0,2,108,8,0,47,2560,1600,124.4,Premium,109990
Dell Inspiron 3593 Laptop,6,7,4,0,1000,4,123,2,4,55,1920,1080,23.6,Mid-Range,36990
Microsoft Surface Laptop 3 1873,16,121,8,128,0,4,105,4,8,59,2496,1664,52.400000000000006,High-End,99990
HP EliteBook 840 G6,9,25,8,512,0,4,26,4,8,66,1920,1080,132.0,Premium,90464
HP EliteBook 840 G6,9,25,8,512,0,4,26,4,8,66,1920,1080,132.0,Premium,146000
Dell Latitude 5320 2-in-1 Laptop,6,11,16,256,0,4,140,4,8,65,1920,1080,83.6,High-End,87999
Lenovo V15 ITL 82KBA03JIH Laptop,14,10,8,512,0,4,123,2,4,51,1920,1080,126.0,Mid-Range,33990
Asus VivoBook 15 X1500EA-EJ3381WS Laptop,3,10,8,512,0,4,140,2,4,51,1920,1080,126.0,Mid-Range,39400
HP Envy x360 15-ew0037TU Laptop,9,16,16,512,0,4,121,10,12,72,1920,1080,137.60000000000002,High-End,82999
HP 15s-eq2213AU Laptop,9,35,8,512,0,4,96,4,8,55,1920,1080,127.6,Mid-Range,40960
Asus Vivobook Pro 16X OLED N7601ZM-MQ711WS Gaming Laptop,3,18,16,1000,0,4,69,10,16,86,3840,2400,240.8,Premium,168990
HP Victus 16-d0310TX Gaming Laptop,9,11,8,512,0,4,38,6,12,72,1920,1080,134.4,High-End,84419
HP Victus 15-fb0777AX Gaming Laptop,9,41,8,512,0,4,33,6,12,68,1920,1080,132.8,High-End,70816
HP Victus 16-d0311TX Gaming Laptop,9,11,16,512,0,4,38,6,12,74,1920,1080,138.4,High-End,75990
Dell G15-5520 D560897WIN9S Laptop,6,20,16,1000,0,4,69,14,20,78,1920,1080,237.6,Premium,149899
HP Victus 16-e0333TX Gaming Laptop,9,41,16,512,0,4,72,6,12,73,1920,1080,138.0,High-End,92990
Lenovo Legion 5 Pro 82RG00ELIN Laptop,14,55,16,1000,0,4,69,8,16,75,2560,1600,236.4,Premium,159990
MSI Katana GF66 12UD Gaming Laptop,15,18,16,512,0,4,51,14,20,76,1920,1080,139.20000000000002,Premium,105000
MSI Pulse GL66 12UGSZOK Gaming Laptop,15,20,16,1000,0,4,88,14,20,80,2560,1440,238.4,Premium,209000
HP Pavilion 15-eg2091TU Laptop,9,16,16,512,0,4,134,12,16,63,1920,1080,134.0,High-End,74098
HP Envy x360 15-ew0043TU 2-in-1 Laptop,9,16,16,512,0,4,134,10,12,71,1920,1080,137.20000000000002,High-End,99999
HP Envy x360 15-ew0047TU 2-in-1 Laptop,9,18,16,512,0,4,129,10,12,72,1920,1080,137.60000000000002,Premium,116000
HP ProBook 445 G8 Laptop,9,53,16,512,0,4,91,8,16,72,1366,768,137.60000000000002,High-End,73999
Apple MacBook Pro 16 inch Laptop,2,86,16,1000,0,2,14,12,0,59,3456,2234,230.0,Premium,349900
Apple MacBook Pro 16 inch Laptop,2,86,16,1000,0,2,14,12,0,59,3456,2234,230.0,Premium,269900
Apple MacBook Pro 16 inch Laptop,2,86,16,1000,0,2,14,12,0,59,3456,2234,230.0,Premium,249900
Apple MacBook Pro 16 inch Laptop,2,86,16,512,0,2,14,12,0,55,3456,2234,130.8,Premium,349900
Apple MacBook Pro 16 inch Laptop,2,86,16,512,0,2,14,12,0,55,3456,2234,130.8,Premium,269900
Apple MacBook Pro 16 inch Laptop,2,86,16,512,0,2,14,12,0,55,3456,2234,130.8,Premium,249900
Apple MacBook Pro 14 inch Laptop,2,84,32,1000,0,2,27,12,0,62,3024,1964,237.6,Premium,309900
Apple MacBook Pro 14 inch Laptop,2,84,32,1000,0,2,27,12,0,62,3024,1964,237.6,Premium,249900
Apple MacBook Pro 14 inch Laptop,2,84,32,1000,0,2,27,12,0,62,3024,1964,237.6,Premium,199900
Apple MacBook Pro 14 inch Laptop,2,86,16,1000,0,2,14,12,0,56,3024,1964,228.8,Premium,309900
Apple MacBook Pro 14 inch Laptop,2,86,16,1000,0,2,14,12,0,56,3024,1964,228.8,Premium,249900
Apple MacBook Pro 14 inch Laptop,2,86,16,1000,0,2,14,12,0,56,3024,1964,228.8,Premium,199900
Apple MacBook Pro 14 inch Laptop,2,85,16,512,0,2,6,10,0,54,3024,1964,130.4,Premium,309900
Apple MacBook Pro 14 inch Laptop,2,85,16,512,0,2,6,10,0,54,3024,1964,130.4,Premium,249900
Apple MacBook Pro 14 inch Laptop,2,85,16,512,0,2,6,10,0,54,3024,1964,130.4,Premium,199900
HP Pavilion Plus 14-eh0037TU Laptop,9,16,16,512,0,4,121,12,16,71,2880,1800,137.20000000000002,High-End,81990
Apple MacBook Pro 2022 Laptop,2,67,16,256,0,2,0,8,0,44,2560,1600,75.2,Premium,139990
Apple MacBook Pro 2022 Laptop,2,67,16,256,0,2,0,8,0,44,2560,1600,75.2,Premium,149000
Apple MacBook Pro 2022 Laptop,2,67,16,256,0,2,0,8,0,44,2560,1600,75.2,Premium,121990
Apple MacBook Air M2 2022 Laptop,2,67,16,512,0,2,1,8,0,47,2560,1664,127.6,Premium,159000
Apple MacBook Air 2022 Laptop,2,67,16,256,0,2,1,8,0,44,2560,1664,75.2,Premium,107990
Apple MacBook Air 2022 Laptop,2,67,16,256,0,2,1,8,0,44,2560,1664,75.2,Premium,137990
Apple MacBook Air 2022 Laptop,2,67,16,256,0,2,1,8,0,44,2560,1664,75.2,Premium,137900
Samsung Galaxy Book2 NP550XED-KA2IN Laptop,19,16,16,512,0,4,123,8,12,59,1920,1080,132.4,High-End,70990
Lenovo Legion 7i 82TD009KIN Gaming Laptop,14,20,32,1000,0,4,10,16,24,90,2560,1600,248.8,Premium,359990
Dell Inspiron 3511 D560783WIN9BD Laptop,6,10,8,512,0,4,140,2,4,57,1920,1080,128.4,High-End,61202
Dell Vostro 3425 D552308WIN9B Laptop,6,36,8,256,0,4,93,4,8,61,1920,1080,78.80000000000001,Mid-Range,50852
HP 245 G8 ‎6E3Z1PA Laptop,9,34,8,512,0,1,96,2,4,53,1366,768,126.8,Mid-Range,36000
MSI Modern 14 C12M-269IN Laptop,15,15,8,512,0,4,123,6,8,61,1920,1080,130.0,Mid-Range,44990
Dell Inspiron 5420 ICC-C782537WIN8 Laptop,6,16,16,512,0,4,121,12,16,68,1920,1080,136.0,High-End,91958
HP 15s-du3612TU Laptop,9,10,8,256,1000,4,123,2,4,62,1920,1080,79.2,Mid-Range,41990
Infinix INBook X2 Plus XL25 Laptop,12,11,16,512,0,4,121,4,8,53,1920,1080,130.0,Mid-Range,34990
Infinix INBook X2 Plus XL25 Laptop,12,11,16,512,0,4,121,4,8,53,1920,1080,130.0,Mid-Range,57990
Infinix INBook X2 Plus XL25 Laptop,12,11,16,512,0,4,121,4,8,53,1920,1080,130.0,Mid-Range,47990
Infinix INBook X2 Plus XL25 Laptop,12,11,16,512,0,4,121,4,8,53,1920,1080,130.0,Mid-Range,49990
Infinix INBook X2 Plus XL25 Laptop,12,11,16,512,0,4,121,4,8,53,1920,1080,130.0,Mid-Range,38990
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,134,10,12,61,1920,1080,130.0,High-End,44087
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,134,10,12,61,1920,1080,130.0,High-End,57990
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,134,10,12,61,1920,1080,130.0,High-End,62029
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,134,10,12,61,1920,1080,130.0,High-End,66111
Dell Vostro 3420 Laptop,6,16,16,512,0,4,140,10,12,61,1920,1080,133.20000000000002,High-End,69900
Dell Vostro 3420 Laptop,6,16,16,512,0,4,140,10,12,61,1920,1080,133.20000000000002,High-End,57990
Dell Vostro 3420 Laptop,6,16,16,512,0,4,140,10,12,61,1920,1080,133.20000000000002,High-End,43990
Dell Inspiron 3520 2022 Laptop,6,16,8,256,1000,4,24,10,12,67,1920,1080,81.2,High-End,72990
HP Envy x360 15-ew0040TU Laptop,9,16,16,512,0,4,121,10,12,67,1920,1080,135.60000000000002,High-End,77990
HP Envy x360 15-ew0048TU Laptop,9,18,16,1000,0,4,121,10,12,73,2880,1800,235.6,Premium,109990
HP Envy x360 15-ew0043TU Laptop,9,16,16,512,0,4,121,10,12,65,1920,1080,134.8,High-End,84990
Dell G15-5520 Gaming Laptop,6,16,8,512,0,4,46,12,16,75,1920,1080,135.60000000000002,High-End,79990
HP Pavilion 14-ec1005AU Laptop,9,102,16,512,0,4,96,6,12,61,1920,1080,133.20000000000002,Mid-Range,59815
HP Pavilion 14-ec1005AU Laptop,9,102,16,512,0,4,96,6,12,61,1920,1080,133.20000000000002,Mid-Range,75990
HP Pavilion 14-ec1005AU Laptop,9,16,16,512,0,4,134,12,16,63,1920,1080,134.0,High-End,59815
HP Pavilion 14-ec1005AU Laptop,9,16,16,512,0,4,134,12,16,63,1920,1080,134.0,High-End,75990
HP Envy x360 13-bf0121TU  Laptop,9,16,16,512,0,4,121,10,12,72,1920,1200,137.60000000000002,High-End,79990
HP Envy x360 13-ay1064AU 2-in-1 Laptop,9,111,16,512,0,4,95,8,16,72,1920,1080,137.60000000000002,High-End,98000
Dell Vostro 3520 Laptop,6,16,8,512,0,4,134,10,12,56,1920,1080,128.0,High-End,60070
Asus ROG Zephyrus G15 GA503RMZ-LN155WS Gaming Laptop,3,56,16,1000,0,4,69,8,16,81,2560,1440,238.8,Premium,157990
Dell Vostro 3420 Laptop,6,16,8,512,0,4,140,10,12,59,1920,1080,129.20000000000002,Mid-Range,69900
Dell Vostro 3420 Laptop,6,16,8,512,0,4,140,10,12,59,1920,1080,129.20000000000002,Mid-Range,57990
Dell Vostro 3420 Laptop,6,16,8,512,0,4,140,10,12,59,1920,1080,129.20000000000002,Mid-Range,43990
Dell Vostro 3525 Laptop,6,31,16,512,0,4,100,6,12,62,1920,1080,133.60000000000002,Mid-Range,55530
Dell Vostro 3525 Laptop,6,31,16,512,0,4,100,6,12,62,1920,1080,133.60000000000002,Mid-Range,51499
Dell Vostro 3525 Laptop,6,31,16,512,0,4,100,6,12,62,1920,1080,133.60000000000002,Mid-Range,57990
Dell Vostro 3525 Laptop,6,49,8,512,0,4,100,6,12,60,1920,1080,129.60000000000002,Mid-Range,55530
Dell Vostro 3525 Laptop,6,49,8,512,0,4,100,6,12,60,1920,1080,129.60000000000002,Mid-Range,51499
Dell Vostro 3525 Laptop,6,49,8,512,0,4,100,6,12,60,1920,1080,129.60000000000002,Mid-Range,57990
Dell Vostro 3420 Laptop,6,15,8,512,0,4,140,6,8,56,1920,1080,128.0,Mid-Range,69900
Dell Vostro 3420 Laptop,6,15,8,512,0,4,140,6,8,56,1920,1080,128.0,Mid-Range,57990
Dell Vostro 3420 Laptop,6,15,8,512,0,4,140,6,8,56,1920,1080,128.0,Mid-Range,43990
Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming Laptop,3,62,16,1000,0,4,88,8,16,85,2560,1440,240.4,Premium,211990
MSI Modern 15 B12M Laptop,15,18,16,512,0,4,121,10,12,62,1920,1080,133.60000000000002,High-End,67990
MSI Modern 15 B12M Laptop,15,18,16,512,0,4,121,10,12,62,1920,1080,133.60000000000002,High-End,57990
MSI Modern 15 B12M Laptop,15,16,16,512,0,4,121,10,12,62,1920,1080,133.60000000000002,Mid-Range,67990
MSI Modern 15 B12M Laptop,15,16,16,512,0,4,121,10,12,62,1920,1080,133.60000000000002,Mid-Range,57990
MSI Modern 14 C12M Laptop,15,16,8,512,0,4,121,10,12,59,1920,1080,129.20000000000002,Mid-Range,56990
Asus Vivobook 15 X1502ZA-EJ381WS Laptop,3,15,8,512,0,4,140,10,12,55,1920,1080,127.6,Mid-Range,42990
HP 240 G8 Business Laptop,9,11,8,512,0,4,113,4,8,56,1366,768,128.0,Mid-Range,52999
HP 240 G8 Business Laptop,9,11,8,512,0,4,113,4,8,56,1366,768,128.0,Mid-Range,34440
HP Victus 15-fa0031dx Gaming Laptop,9,16,8,512,0,4,38,8,12,69,1920,1080,133.20000000000002,High-End,79888
Lenovo Thinkpad P15v 21AAS05L00 Laptop,14,12,16,1000,0,4,61,8,16,79,1920,1080,238.0,Premium,159999
Acer Aspire 5 A515-57 2022 Laptop,1,16,16,512,0,4,133,10,12,66,1920,1080,135.20000000000002,High-End,61990
HP Pavilion x360 14-ek0137TU Laptop,9,15,8,512,0,4,123,6,8,66,1920,1080,132.0,Mid-Range,59990
Dell Vostro 3510 ICC-D585046WIN8 Laptop,6,79,8,256,0,4,140,2,4,53,1920,1080,75.60000000000001,Mid-Range,32990
HP 240 G8 4K5D5PA Business Laptop,9,10,8,512,0,1,113,2,4,44,1366,768,123.20000000000002,Mid-Range,35000
Lenovo E41-55 82FJ00B5IH Laptop,14,68,4,0,1000,1,93,2,2,47,1366,768,20.4,Budget,18990
Lenovo E41-55 82FJ00B5IH Laptop,14,68,4,0,1000,1,93,2,2,47,1366,768,20.4,Budget,18990
Lenovo E41-55 82FJ00B5IH Laptop,14,68,4,256,0,1,93,2,2,48,1366,768,72.0,Budget,18990
Lenovo E41-55 82FJ00B5IH Laptop,14,68,4,256,0,1,93,2,2,48,1366,768,72.0,Budget,18990
MSI Katana GF66 12UC-632IN Gaming Laptop,15,18,8,512,0,4,46,14,20,73,1920,1080,134.8,High-End,80990
Lenovo IdeaPad Flex 5 14ALC7 82R9006PIN Laptop,14,40,16,512,0,4,91,6,12,69,1920,1200,136.4,High-End,72690
Lenovo V14 Gen 2 ‎82C40019IX Laptop,14,11,8,512,0,4,134,4,8,56,1920,1080,128.0,Mid-Range,49999
Asus ROG Strix G15 G513IE-HN088WS Gaming Laptop,3,107,8,512,0,4,49,8,16,69,1920,1080,133.20000000000002,High-End,76990
Asus Vivobook 14 OLED UX3402ZA-KN531WS Laptop,3,16,16,512,0,4,132,12,16,69,2880,1800,136.4,High-End,95980
Lenovo IdeaPad Slim 3 82RJ0040IN Laptop,14,15,8,512,0,4,155,6,8,59,1920,1080,129.20000000000002,Mid-Range,52900
Ultimus S151 NU14U2INC43VN-CS Laptop,20,73,4,128,0,4,126,2,2,48,1920,1080,46.400000000000006,Budget,19990
HP Pavilion 14-dv2014TU Laptop,9,16,16,512,0,4,126,10,12,65,1920,1080,134.8,High-End,68918
Ultimus S151 NU14U2INC43VD-CS Laptop,20,73,4,128,0,1,126,2,2,44,1920,1080,44.8,Budget,17990
Ultimus S152 NU15U2INC44VN-SG Laptop,20,73,4,256,0,4,126,2,2,50,1920,1080,72.80000000000001,Budget,23990
Lenovo Legion S7 82TF007LIN Gaming Laptop,14,18,16,1000,0,4,49,14,20,84,2560,1600,240.0,Premium,149990
Acer Aspire 5 A515-57 NX.K2VSI.002 Laptop,1,15,8,512,0,4,123,6,8,59,1920,1080,129.20000000000002,Mid-Range,42990
MSI Stealth GS66 12UGS-290IN Gaming Laptop,15,18,32,1000,0,4,88,14,20,96,2560,1440,251.2,Premium,288990
HP Envy x360 13-AY1065AU Laptop,9,48,8,512,0,4,91,6,12,65,1920,1080,131.60000000000002,High-End,75190
Dell Latitude 14 7420 Laptop,6,11,16,512,0,4,134,4,8,57,1920,1080,131.60000000000002,High-End,98280
Acer Aspire 5 A515-57 Laptop,1,16,8,512,0,4,133,10,12,63,1920,1080,130.8,Mid-Range,57990
Lenovo IdeaPad Slim 3 82H802XXIN Laptop,14,11,16,512,0,4,140,4,8,63,1920,1080,134.0,Mid-Range,59290
Gigabyte G5 KE RC55KE Laptop,8,16,16,512,0,4,69,12,16,74,1920,1080,138.4,Premium,103890
Gigabyte G5 ME RC55ME Laptop,8,16,16,512,0,4,48,12,16,68,1920,1080,136.0,High-End,85990
Gigabyte G5 GE RC55GE Laptop,8,16,8,512,0,4,46,12,16,66,1920,1080,132.0,Premium,109990
Dell Inspiron 7420 D560918WIN9S Laptop,6,16,8,512,0,4,123,10,12,67,1920,1080,132.4,High-End,74990
Lenovo ThinkPad X13 21BNS03K00 Laptop,14,18,16,512,0,4,134,12,16,71,1920,1200,137.20000000000002,Premium,200000
Acer Nitro 5 AN515-45 UN.QCLSI.005 Gaming Laptop,1,41,16,512,1000,4,46,6,12,72,1920,1080,137.60000000000002,High-End,75990
Acer Nitro 5 AN515-45 UN.QCLSI.006 Gaming Laptop,1,41,8,512,1000,4,46,6,12,69,1920,1080,133.20000000000002,High-End,68990
Acer Nitro 5 AN515-45 UN.QBMSI.009 Gaming Laptop,1,41,16,512,0,4,38,6,12,71,1920,1080,137.20000000000002,High-End,63990
HP Envy x360 13-bf0085TU Laptop,9,16,8,512,0,4,134,10,12,63,1920,1200,130.8,High-End,79990
HP 240 G8 Business Laptop,9,10,8,512,0,4,113,2,4,49,1366,768,125.20000000000002,Mid-Range,52999
HP 240 G8 Business Laptop,9,10,8,512,0,4,113,2,4,49,1366,768,125.20000000000002,Mid-Range,34440
Lenovo Ideapad Slim 3 81WD014XIN Laptop,14,7,4,256,0,4,123,2,4,54,1920,1080,74.4,Mid-Range,31990
Lenovo ThinkPad T14 20W0S1HU00 Laptop,14,12,16,512,0,4,22,4,8,69,1920,1080,136.4,Premium,140200
HP Pavilion 14-ek0084TU Laptop,9,16,8,512,0,4,121,10,12,60,1920,1080,129.60000000000002,High-End,71020
Asus Eeebook 14 E410KA-BV092W Laptop,3,74,4,256,0,4,140,2,2,44,1920,1080,70.4,Budget,24500
HP 240 G8 689T7PA Business Laptop,9,122,8,512,0,4,113,0,0,50,1366,768,125.6,Mid-Range,34440
Lenovo ThinkPad E14 G3 20Y700B5IG Laptop,14,108,16,512,0,4,106,8,16,68,1920,1080,136.0,High-End,74990
Lenovo V14 82KAA057IH Laptop,14,10,8,256,0,4,123,2,4,53,1920,1080,75.60000000000001,Mid-Range,32499
Lenovo IdeaPad Slim 3 82H802XVIN Laptop,14,10,8,256,0,4,140,2,4,48,1920,1080,73.60000000000001,Mid-Range,37100
Acer Chromebook Enterprise Spin 513 R841LT-S6DJ Laptop,1,120,4,0,128,0,151,8,0,0,1920,1080,1.6,Mid-Range,47990
Lenovo ThinkPad E14 Gen 2 20TAS08F00 Laptop,14,11,8,512,0,4,138,4,8,61,1920,1080,130.0,High-End,76890
Dell Inspiron 3520 D560878WIN9S Laptop,6,16,8,512,0,4,116,10,12,57,1920,1080,128.4,High-End,64490
Asus Vivobook 14 OLED UX3402ZA-KN731WS Laptop,3,18,16,512,0,4,132,12,16,69,2880,1800,136.4,Premium,108990
Lenovo Ideapad Slim 3 81WB01FYIN Laptop,14,7,8,256,0,4,113,2,4,50,1920,1080,74.4,Mid-Range,33990
Dell Inspiron 3525 D560863WIN9B Laptop,6,43,8,512,0,4,99,6,12,62,1920,1080,130.4,Mid-Range,51490
Lenovo Thinkpad E14 Gen 2 20TAS0Y800 Laptop,14,11,8,512,0,1,138,4,8,50,1920,1080,125.6,High-End,72990
Asus TUF Gaming F15 FX506LHB-HN358W Gaming Laptop,3,8,8,512,0,4,38,4,8,63,1920,1080,130.8,Mid-Range,54990
MSI Stealth 17M A12UE Gaming Laptop,15,18,16,1000,0,4,69,14,20,73,1920,1080,235.6,Premium,149990
MSI Modern 15 A5M-055IN Laptop,15,98,8,512,0,4,96,6,12,57,1920,1080,128.4,Mid-Range,57990
Lenovo Thinkpad E14 Gen 2 20TAS0E800 Laptop,14,11,16,512,0,4,134,4,8,67,1080,1920,135.60000000000002,High-End,77500
Dell Vostro 3420 D552278WIN9S Laptop,6,10,8,512,0,4,113,2,4,57,1920,1080,128.4,Mid-Range,47000
Lenovo ‎ThinkPad E14 Gen 4 Laptop,14,16,8,512,0,4,132,10,12,57,1920,1080,128.4,High-End,74500
Dell Alienware X17 R1 D569936WIN9 Gaming Laptop,6,13,32,1000,0,4,7,8,16,79,1920,1080,244.4,Premium,312199
Lenovo V15 82KBA02UIH Laptop,14,10,8,256,0,4,123,2,4,53,1920,1080,75.60000000000001,Mid-Range,36990
Lenovo Thinkpad P15v 21D8S00V00 Laptop,14,18,32,1000,0,4,60,14,20,76,1920,1080,243.2,Premium,190400
Microsoft Surface Laptop 5 ‎RBG-00048 13.5 inch,16,18,8,256,0,4,132,10,12,57,2256,1504,77.2,Premium,178999
Microsoft Surface Pro 9 ‎QIL-00031 Laptop,16,18,16,256,0,4,134,10,12,56,2880,1920,80.0,Premium,167999
Microsoft Surface Pro 9 ‎‎QIX-00031 Laptop,16,18,16,512,0,4,134,10,12,54,2880,1920,130.4,Premium,192990
Microsoft Surface Laptop 5 ‎RIP-00048 15 inch,16,18,16,512,0,4,132,10,12,63,2496,1664,134.0,Premium,182990
Dell Inspiron 14 5415 Laptop,6,98,8,512,0,4,93,6,12,61,1920,1080,130.0,Mid-Range,55999
Lenovo Legion 5 Pro 82RF00E1IN Gaming Laptop,14,18,32,1000,0,4,88,14,20,91,2560,1600,249.2,Premium,218000
Lenovo Ideapad Slim 3 81WE01QSIN Laptop,14,7,4,256,0,4,123,2,4,50,1920,1080,72.80000000000001,Budget,29990
Acer Aspire 3 A315-58 Laptop,1,11,12,512,0,4,132,4,8,60,1920,1080,131.2,Mid-Range,43490
Acer Aspire 3 A315-58 Laptop,1,11,12,512,0,4,132,4,8,60,1920,1080,131.2,Mid-Range,49312
Acer Aspire 3 A315-58 Laptop,1,11,12,512,0,4,132,4,8,60,1920,1080,131.2,Mid-Range,53990
Acer Aspire 3 A315-58 Laptop,1,11,12,512,0,4,132,4,8,60,1920,1080,131.2,Mid-Range,32800
Acer Aspire 3 A315-58 Laptop,1,11,12,512,0,4,132,4,8,60,1920,1080,131.2,Mid-Range,62999
Asus E410 Eeebook E410KA-BV003W Laptop,3,74,4,256,0,4,140,2,2,45,1920,1080,70.80000000000001,Budget,24415
Asus Vivobook 15 2022 X1502ZA-EJ515WS Laptop,3,16,8,512,0,4,132,10,12,62,1920,1080,130.4,Mid-Range,56990
Lenovo Thinkbook 14 20VD011EIH Laptop,14,12,16,512,0,4,134,4,8,61,1920,1080,133.20000000000002,Premium,103600
Acer Swift 3 SF314-43 Laptop,1,98,8,512,0,4,92,6,12,65,1920,1080,131.60000000000002,High-End,61500
Lenovo V15 G2-ITL 82KBA034IH Laptop,14,10,8,512,0,1,123,2,4,47,1920,1080,124.4,Mid-Range,34499
Dell XPS 9315 Laptop,6,19,16,1000,0,4,146,10,12,53,1920,1080,227.6,Premium,185800
Dell XPS 9315 Laptop,6,19,16,1000,0,4,146,10,12,53,1920,1080,227.6,Premium,133500
Dell XPS 9315 Laptop,6,19,16,1000,0,4,146,10,12,53,1920,1080,227.6,Premium,132470
Dell Inspiron 5415 Laptop,6,108,16,512,0,4,93,8,16,62,1920,1080,133.60000000000002,High-End,89976
HP Victus 16-e0550AX Gaming Laptop,9,52,8,512,0,4,32,8,16,68,1920,1080,132.8,High-End,68990
Asus VivoBook 14 X415MA-BV102WS Laptop,3,90,8,256,0,4,123,4,0,49,1366,768,74.0,Budget,27990
Asus VivoBook 15 2022 X515JA-EJ592WS Laptop,3,8,8,512,0,4,123,4,8,59,1920,1080,129.20000000000002,Mid-Range,44990
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,23,10,12,61,1920,1080,130.0,High-End,44087
